PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,elapsedTime,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.32478,-13.11452,43.85117,-14.97824,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.45638,-13.11464,43.85113,-14.97825,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.59019,-13.11467,43.85126,-14.97838,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.72694,-13.11463,43.85136,-14.97835,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.86065,-13.11484,43.8514,-14.97852,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,19.99605,-13.11462,43.85143,-14.97882,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.1282,-13.1146,43.85156,-14.9787,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.25396,-13.11472,43.85162,-14.97874,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.38547,-13.1149,43.85158,-14.97915,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.51841,-13.11481,43.8517,-14.9789,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.65348,-13.11502,43.85162,-14.97925,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.78703,-13.1148,43.85149,-14.97918,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,20.92275,-13.11445,43.85152,-14.97884,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.05626,-13.11466,43.85139,-14.97836,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.1915,-13.11444,43.85121,-14.9783,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.31378,-13.1144,43.85124,-14.97831,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.44511,-13.11444,43.85128,-14.97804,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.57984,-13.11452,43.85115,-14.97787,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.71753,-13.11443,43.85114,-14.97824,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.85055,-13.1147,43.85112,-14.9781,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,21.98433,-13.11464,43.85113,-14.97839,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.12989,-13.11433,43.85123,-14.97822,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.26764,-13.11437,43.85113,-14.97797,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.40716,-13.11445,43.85098,-14.97812,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.54139,-13.11423,43.85116,-14.97774,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.6763,-13.1146,43.85108,-14.97798,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.81891,-13.11461,43.85118,-14.97795,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,22.95663,-13.11469,43.85112,-14.97826,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.08836,-13.11436,43.85125,-14.97789,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.22456,-13.11443,43.85124,-14.97801,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.37025,-13.11462,43.85119,-14.97803,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.50094,-13.11476,43.8511,-14.97829,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.63518,-13.11472,43.85116,-14.97821,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.77089,-13.11467,43.85124,-14.97835,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,23.90455,-13.1144,43.85125,-14.97808,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.03968,-13.1146,43.85121,-14.97827,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.17439,-13.11453,43.85114,-14.9784,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.30868,-13.11458,43.85116,-14.97816,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.42932,-13.11471,43.85109,-14.97831,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.56406,-13.1146,43.85091,-14.97822,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.70286,-13.11444,43.85115,-14.978,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.83289,-13.11455,43.85112,-14.97817,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,24.96825,-13.11442,43.85112,-14.97834,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.09919,-13.11456,43.85128,-14.97816,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.23491,-13.11442,43.85112,-14.97842,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.36769,-13.1146,43.85118,-14.9781,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.50447,-13.11448,43.85101,-14.97817,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.63029,-13.11463,43.85105,-14.97831,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.76494,-13.11442,43.85106,-14.9779,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,25.90477,-13.11432,43.85104,-14.97786,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.03716,-13.11439,43.85103,-14.97796,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.17178,-13.11448,43.85083,-14.97801,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.30543,-13.11449,43.85096,-14.97754,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.43774,-13.11443,43.85083,-14.97787,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.557,-13.11435,43.85068,-14.97774,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.6891,-13.11423,43.85078,-14.97736,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.83048,-13.11426,43.85065,-14.97765,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,26.9658,-13.1141,43.85069,-14.97726,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,27.10296,-13.1146,43.85069,-14.97741,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
Teleport,Tutorial,Teleport,0,Task0,0.5036428,0.2,0.3036428,27.23619,-13.1144,43.85104,-14.97764,-14.54283,43.14921,-16.29368,-14.54283,43.14921,-16.29368,,,,,,,
