PossibleNavigations,ExperimentPhase,UserSelectedNavMethod,m_TaskNumber,m_ActiveTask,m_CurrentLeverValue,m_CurrentTargetLeverNumber,m_LeverDifference,m_DistanceToCurrentIndicatorCube,elapsedTime,TotalDistanceTraveled,headset x,headset y,headset z,Controller (left) x,Controller (left) y,Controller (left) z,Controller (right) x,Controller (right) y,Controller (right) z,TeleportStart.x,TeleportStart.y,TeleportStart.z,TeleportEnd.x,TeleportEnd.y,TeleportEnd.z
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.468551,17.56018,17.91263,-26.05119,44.86191,-7.724111,-26.22904,44.54395,-7.451528,-25.86205,44.4295,-7.513759,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,3.800125,17.72691,18.24964,-25.75759,44.86186,-7.889526,-25.93439,44.54577,-7.615094,-25.56756,44.43142,-7.678622,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.123357,17.89335,18.58158,-25.45835,44.8608,-8.032641,-25.63498,44.54665,-7.758907,-25.26878,44.43247,-7.82188,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.432868,18.05816,18.90754,-25.15003,44.86014,-8.138245,-25.32602,44.54458,-7.869503,-24.96122,44.43299,-7.932467,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.672291,18.19789,19.16609,-24.89895,44.85983,-8.199396,-25.07513,44.54078,-7.932971,-24.71143,44.43367,-7.995973,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,4.959311,18.3461,19.48406,-24.58481,44.85977,-8.248326,-24.76031,44.5392,-7.981612,-24.39853,44.43507,-8.045652,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.237012,18.50313,19.80158,-24.27387,44.8211,-8.280779,-24.45,44.50185,-8.012269,-24.08827,44.3994,-8.078316,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.513699,18.65439,20.19758,-23.97037,44.57642,-8.318794,-24.14897,44.26025,-8.046391,-23.78748,44.15952,-8.113651,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.760674,18.80539,20.8821,-23.7525,43.9951,-8.363812,-23.92864,43.67824,-8.088823,-23.57126,43.57932,-8.159961,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.814032,18.9392,21.1182,-23.75247,43.76373,-8.410027,-23.92663,43.44948,-8.132912,-23.57176,43.34783,-8.206665,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.871823,19.07118,21.30644,-23.75172,43.58388,-8.464889,-23.92422,43.27098,-8.184871,-23.56824,43.16907,-8.25998,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,5.961553,19.20853,21.51395,-23.74528,43.40232,-8.561946,-23.91621,43.08944,-8.279935,-23.55911,42.98698,-8.35472,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.177392,19.34851,21.82934,-23.66696,43.1696,-8.75383,-23.83806,42.85742,-8.472424,-23.48046,42.75184,-8.545476,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.500323,19.4813,22.21822,-23.47051,42.8879,-8.928711,-23.64389,42.57769,-8.648631,-23.28778,42.47104,-8.718554,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,6.829382,19.61434,22.5777,-23.24866,42.65893,-9.093759,-23.42381,42.35017,-8.815723,-23.06837,42.24205,-8.882414,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.151828,19.75139,22.92595,-23.03195,42.43982,-9.254285,-23.20978,42.13244,-8.979245,-22.85773,42.02576,-9.043769,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.476634,19.88267,23.27383,-22.81216,42.22059,-9.410282,-22.99191,41.91429,-9.13759,-22.64301,41.80941,-9.200447,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,7.780696,20.01298,23.59578,-22.6029,42.02278,-9.552391,-22.7829,41.71743,-9.283259,-22.43511,41.61119,-9.343778,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.109159,20.14275,23.95012,-22.38139,41.79204,-9.698361,-22.56055,41.48589,-9.432178,-22.21435,41.3797,-9.492417,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.406632,20.26702,24.26138,-22.17596,41.60147,-9.833109,-22.35272,41.29465,-9.567668,-22.00944,41.19014,-9.630978,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,8.709252,20.39576,24.58071,-21.96807,41.39945,-9.964024,-22.14253,41.09156,-9.701851,-21.80227,40.98927,-9.769104,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.029204,20.53027,24.92065,-21.73772,41.17916,-10.07896,-21.90987,40.86798,-9.820386,-21.5741,40.76892,-9.890476,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.363168,20.6816,25.28456,-21.47682,40.93843,-10.15573,-21.64572,40.62457,-9.902324,-21.31435,40.52836,-9.972922,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.632887,20.81918,25.6187,-21.19236,40.89206,-10.21744,-21.35953,40.57654,-9.965661,-21.03037,40.4826,-10.03763,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,9.868112,20.96827,25.916,-20.89801,40.91502,-10.24292,-21.06195,40.59835,-9.992378,-20.73434,40.50679,-10.06715,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.07897,21.10277,26.18165,-20.63268,40.90921,-10.23666,-20.79285,40.59204,-9.987287,-20.46647,40.49966,-10.06398,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.28791,21.24264,26.46486,-20.36763,40.84115,-10.17101,-20.52367,40.52343,-9.922507,-20.19958,40.43003,-10.00162,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.49899,21.37746,26.80671,-20.13175,40.63508,-10.03821,-20.28522,40.31845,-9.789365,-19.96205,40.2249,-9.871631,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.70032,21.51083,27.1522,-19.9138,40.41449,-9.887438,-20.06464,40.09679,-9.638428,-19.74078,40.00373,-9.72296,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,10.84591,21.66834,27.49075,-19.88041,40.09979,-9.863148,-20.0288,39.77892,-9.613997,-19.70781,39.68486,-9.697192,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.00389,21.8218,27.85614,-19.88309,39.73451,-9.868692,-20.02762,39.41357,-9.61939,-19.71198,39.32004,-9.699978,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.10808,21.95255,28.07929,-19.88365,39.51162,-9.877512,-20.02342,39.18922,-9.627588,-19.71538,39.09789,-9.7036,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.19587,22.08568,28.25684,-19.88225,39.33435,-9.887074,-20.01791,39.01022,-9.637525,-19.71951,38.91922,-9.7078,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.28916,22.22289,28.44058,-19.87982,39.15083,-9.89544,-20.01241,38.82774,-9.647366,-19.71584,38.73309,-9.712157,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.41226,22.36115,28.67757,-19.87609,38.91404,-9.903738,-20.00749,38.59153,-9.656258,-19.70932,38.49313,-9.71897,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.53647,22.49652,28.90767,-19.87121,38.68418,-9.912675,-20.00034,38.3579,-9.664419,-19.70336,38.26298,-9.725263,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.65048,22.62844,29.11193,-19.8662,38.48023,-9.922174,-19.98846,38.14759,-9.673287,-19.70371,38.05949,-9.728745,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.77917,22.77995,29.34221,-19.86232,38.25009,-9.9287,-19.97009,37.89732,-9.67578,-19.71726,37.83489,-9.726283,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,11.92667,22.92133,29.61125,-19.86228,37.98107,-9.927011,-19.94946,37.60249,-9.677887,-19.74818,37.57461,-9.718982,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.03185,23.04654,29.79959,-19.86229,37.79275,-9.924298,-19.93303,37.40751,-9.688056,-19.77831,37.39144,-9.712693,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.13706,23.18096,29.97987,-19.85938,37.6125,-9.923183,-19.93183,37.22277,-9.693436,-19.79836,37.2095,-9.709214,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.26524,23.3225,30.19318,-19.8551,37.39924,-9.924179,-19.93732,37.00283,-9.693067,-19.80504,36.98768,-9.707152,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.3869,23.4508,30.39406,-19.85175,37.1984,-9.923114,-19.93783,36.79836,-9.694964,-19.80673,36.78736,-9.705286,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.52617,23.5846,30.6222,-19.85022,36.97027,-9.92248,-19.93738,36.5678,-9.696356,-19.80566,36.5574,-9.704054,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.6569,23.72783,30.83059,-19.84835,36.76191,-9.924656,-19.9332,36.35698,-9.698559,-19.80587,36.34794,-9.705373,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.77697,23.85326,31.01865,-19.84663,36.57388,-9.927477,-19.9299,36.16674,-9.700066,-19.81083,36.1606,-9.706015,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,12.90026,23.98474,31.21057,-19.84558,36.38197,-9.929055,-19.93141,35.97356,-9.699223,-19.81171,35.96732,-9.708812,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.01131,24.11752,31.38444,-19.84641,36.20811,-9.927934,-19.93146,35.79933,-9.69974,-19.80861,35.79128,-9.711517,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.13215,24.2557,31.57603,-19.84985,36.01663,-9.922733,-19.9313,35.60519,-9.699394,-19.81126,35.59804,-9.709114,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.26043,24.39459,31.77726,-19.85433,35.81552,-9.917723,-19.93895,35.401,-9.695963,-19.81833,35.39399,-9.703402,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.38719,24.52213,31.97503,-19.86039,35.61791,-9.912971,-19.94746,35.20209,-9.690759,-19.82317,35.1874,-9.697696,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.51571,24.66315,32.17399,-19.86762,35.41915,-9.908337,-19.94856,35.00155,-9.690368,-19.82579,34.98339,-9.695072,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.64909,24.80116,32.37922,-19.87608,35.21419,-9.902716,-19.95342,34.79451,-9.686889,-19.82747,34.77661,-9.694052,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.63828,24.94488,32.39289,-19.88633,35.2162,-9.894027,-19.96096,34.79552,-9.68388,-19.83649,34.77673,-9.68881,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.629,25.07807,32.40555,-19.8965,35.21664,-9.88659,-19.96948,34.79512,-9.680864,-19.84739,34.77499,-9.682006,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.62142,25.21351,32.41638,-19.90527,35.21661,-9.880575,-19.97917,34.79498,-9.677695,-19.85654,34.77138,-9.677621,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.61987,25.34654,32.42432,-19.91195,35.21327,-9.882002,-19.99117,34.7959,-9.676766,-19.86968,34.77252,-9.673694,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.61188,25.4824,32.43728,-19.92472,35.21246,-9.881107,-20.00562,34.79542,-9.680293,-19.88541,34.77279,-9.675126,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.60038,25.61339,32.45252,-19.93814,35.21405,-9.875701,-20.02248,34.79068,-9.686301,-19.9059,34.7682,-9.680196,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.56851,25.7502,32.49168,-19.94314,35.24797,-9.859621,-20.03846,34.78116,-9.691501,-19.92811,34.76217,-9.686066,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.52726,25.88266,32.56575,-19.93133,35.31965,-9.861501,-20.0505,34.7785,-9.69365,-19.93875,34.75528,-9.695982,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.51258,26.01459,32.66333,-19.90182,35.39372,-9.914015,-20.06425,34.78132,-9.690405,-19.95133,34.75874,-9.696794,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.555,26.14972,32.79141,-19.82277,35.44742,-9.997234,-20.07675,34.78149,-9.680196,-19.96347,34.75764,-9.688926,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.63625,26.28514,32.91713,-19.70704,35.45957,-10.03723,-20.07416,34.77402,-9.656844,-19.95777,34.74847,-9.670278,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.73172,26.41836,33.07549,-19.58484,35.40324,-9.965491,-20.04926,34.76152,-9.615297,-19.92315,34.73581,-9.634099,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,13.85499,26.5537,33.32496,-19.4988,35.23169,-9.807673,-19.99499,34.74673,-9.558016,-19.8657,34.71773,-9.583278,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.01099,26.68635,33.6399,-19.42284,34.99331,-9.616515,-19.92129,34.71705,-9.481801,-19.79012,34.68903,-9.51298,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.13626,26.81196,33.91606,-19.37184,34.7886,-9.439713,-19.84581,34.6792,-9.407019,-19.73009,34.6558,-9.432056,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.27356,26.94195,34.17407,-19.29368,34.60377,-9.277781,-19.7867,34.64704,-9.339959,-19.67251,34.61963,-9.363164,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.38841,27.07802,34.3845,-19.2392,34.44551,-9.150489,-19.7522,34.61702,-9.284869,-19.63053,34.60319,-9.299844,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.47391,27.21572,34.53708,-19.20756,34.32415,-9.06364,-19.74672,34.58409,-9.238517,-19.62621,34.56458,-9.231559,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.54024,27.35088,34.63878,-19.18293,34.23799,-9.016766,-19.75122,34.56501,-9.191741,-19.62659,34.53683,-9.176635,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.57072,27.48466,34.69033,-19.16433,34.21223,-9.016116,-19.75316,34.55826,-9.146709,-19.62526,34.53264,-9.123904,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58124,27.61833,34.72418,-19.14448,34.21653,-9.018502,-19.74663,34.56065,-9.095148,-19.61602,34.53912,-9.069638,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58298,27.7522,34.73721,-19.13999,34.21488,-9.008522,-19.74645,34.56228,-9.032861,-19.61391,34.54882,-9.007534,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58291,27.88647,34.75644,-19.15435,34.20377,-9.014406,-19.75352,34.56244,-8.968346,-19.62863,34.55587,-8.94101,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58136,28.01604,34.77449,-19.15788,34.20065,-9.008294,-19.76332,34.55217,-8.917853,-19.64016,34.52415,-8.896843,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.5831,28.15167,34.78202,-19.15669,34.20006,-9.010536,-19.77528,34.52164,-8.872336,-19.6505,34.4804,-8.865964,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58402,28.28745,34.78631,-19.15557,34.19864,-9.007046,-19.78036,34.50225,-8.835288,-19.66706,34.4647,-8.834741,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58452,28.41944,34.78872,-19.1551,34.19767,-9.004956,-19.78809,34.4915,-8.798445,-19.66661,34.45815,-8.795773,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58471,28.56092,34.79106,-19.15488,34.19706,-9.003298,-19.8169,34.45545,-8.763157,-19.64177,34.43795,-8.762506,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58514,28.69037,34.79266,-19.15458,34.19651,-9.002664,-19.83582,34.43031,-8.741085,-19.62907,34.41996,-8.741328,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58533,28.82251,34.79469,-19.15439,34.19614,-9.001824,-19.85079,34.4203,-8.728888,-19.63857,34.42041,-8.711384,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58538,28.95872,34.79625,-19.15434,34.19591,-9.00116,-19.85292,34.41722,-8.729506,-19.62618,34.41425,-8.724142,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58557,29.08897,34.79876,-19.15419,34.19577,-9.001157,-19.84621,34.41193,-8.730149,-19.62004,34.39886,-8.727834,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58561,29.22534,34.80128,-19.15434,34.19576,-9.001667,-19.84959,34.41276,-8.731508,-19.62661,34.40196,-8.716831,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58546,29.36649,34.80335,-19.15453,34.19582,-9.00174,-19.84791,34.41394,-8.733117,-19.6218,34.39767,-8.705716,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58566,29.49415,34.8054,-19.15403,34.19608,-9.001997,-19.84972,34.41586,-8.734489,-19.61522,34.3943,-8.702029,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58559,29.63442,34.80804,-19.15446,34.19588,-9.002272,-19.85101,34.41856,-8.736614,-19.61412,34.40482,-8.744135,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58556,29.76331,34.80993,-19.15442,34.19588,-9.002062,-19.85204,34.42112,-8.738955,-19.61191,34.40704,-8.755412,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58567,29.90135,34.81285,-19.15443,34.1959,-9.0026,-19.85332,34.42437,-8.741796,-19.60922,34.4001,-8.736461,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.5855,30.02648,34.81414,-19.15448,34.19602,-9.002398,-19.854,34.42734,-8.745036,-19.6088,34.39428,-8.714971,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58575,30.16086,34.81713,-19.15463,34.19574,-9.003022,-19.85481,34.43072,-8.748519,-19.61393,34.40117,-8.731369,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58562,30.303,34.81895,-19.1547,34.19586,-9.00304,-19.85541,34.43498,-8.752425,-19.61798,34.40687,-8.747936,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58553,30.4295,34.82035,-19.15456,34.196,-9.002706,-20.57981,33.49746,-10.31996,-19.61841,34.40785,-8.749636,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58543,30.57038,34.82235,-19.15471,34.19606,-9.002876,-20.57981,33.49746,-10.31996,-19.61889,34.40842,-8.752918,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58547,30.69983,34.82393,-19.15483,34.1961,-9.003513,-20.57981,33.49746,-10.31996,-19.61793,34.40907,-8.757243,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58545,30.83335,34.82523,-19.15475,34.19618,-9.00343,-20.57981,33.49746,-10.31996,-19.6178,34.41191,-8.765536,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58554,30.96914,34.82709,-19.15507,34.19611,-9.004469,-19.83647,34.40171,-8.704027,-19.61873,34.41635,-8.779346,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58558,31.1056,34.82889,-19.15474,34.19602,-9.003448,-19.83735,34.40804,-8.723203,-19.61976,34.42012,-8.789439,,,,,,,
Walk,Tutorial,Walk,0,Task0,0.5036428,0.2,0.3036428,14.58546,31.23772,34.82985,-19.15484,34.19616,-9.003658,-19.8377,34.40882,-8.723613,-19.62084,34.42249,-8.796347,,,,,,,
